Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q)
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,62.75,95.35,97.63,107.41,100.88,89.32,83.80,76.41,68.10,57.81,52.80,54.09,50.03,46.27,38.73,37.27,44.29,42.48
Capital Structure,O/S Shares,"1,484,900,000","1,482,700,000","1,481,700,000","1,478,500,000","1,477,200,000","1,474,200,000","1,472,700,000","1,470,600,000","1,468,400,000","1,465,300,000","1,464,500,000","1,446,200,000","1,435,800,000","1,432,700,000","1,431,600,000","1,429,700,000","1,427,800,000","1,425,200,000"
Capital Structure,Market Capitalization ($k),"93,177,475","141,375,445","144,658,371","158,805,685","149,019,936","131,675,544","123,412,260","112,368,546","99,998,040","84,708,993","77,325,600","78,224,958","71,833,074","66,291,029","55,445,868","53,284,919","63,237,262","60,542,496"
Capital Structure,Cash ($k),0,"2,045,000","1,275,000","534,000","725,000","414,000","2,502,000","2,913,000","2,329,000","865,000","952,000","426,000","570,000","928,000","338,000","276,000","325,000","1,925,000"
Capital Structure,Debt ($k),0,"12,418,000","12,046,000","12,027,000","11,708,000","11,147,000","11,258,000","10,936,000","11,001,000","9,492,000","9,299,000","9,454,000","9,365,000","9,282,000","8,934,000","9,327,000","9,683,000","9,451,000"
Capital Structure,Enterprise Value ($k),"93,177,475","151,748,445","155,429,371","170,298,685","160,002,936","142,408,544","132,168,260","120,391,546","108,670,040","93,335,993","85,672,600","87,252,958","80,628,074","74,645,029","64,041,868","62,335,919","72,595,262","68,068,496"
Capital Structure,netCommonStockIssuance ($k),0,"20,000","115,000","32,000","115,000","28,000","96,000","26,000","80,000","17,000","75,000","27,000","63,000","19,000","59,000","6,000","52,000","8,000"
Capital Structure,netDebtIssuance ($k),0,"-405,000","-19,000","-314,000","247,000","189,000","22,000",0,"1,616,000",0,"-41,000","37,000",0,0,"-155,000","-11,000","1,000",0
Liquidity & Cash Flow,DSO,37.9,51.2,51.4,52.1,52.8,53.2,54.1,54.1,54.4,54.7,54.9,54.8,54.8,54.9,54.0,53.5,52.4,67.4
Liquidity & Cash Flow,DIO,130.6,170.0,154.6,151.5,150.4,151.6,158.8,158.8,159.0,155.0,148.1,140.6,133.5,131.2,129.1,129.4,126.4,161.4
Liquidity & Cash Flow,DPO,46.5,60.3,53.0,51.4,51.4,52.2,56.1,58.4,60.5,61.4,61.5,60.6,58.5,56.8,56.7,55.9,56.5,73.9
Liquidity & Cash Flow,CCC,122.0,160.9,153.0,152.2,151.7,152.6,156.8,154.5,152.9,148.4,141.5,134.7,129.8,129.2,126.4,127.0,122.3,154.9
Liquidity & Cash Flow,OCF ($k),"3,993,000","4,534,000","4,626,000","4,285,000","3,812,000","3,435,000","2,936,000","2,632,000","2,477,000","2,503,000","2,353,000","2,125,000","1,774,000","1,526,000","1,197,000","1,192,000","1,528,000","1,870,000"
Liquidity & Cash Flow,CapEx ($k),"-689,000","-876,000","-802,000","-800,000","-798,000","-790,000","-780,000","-807,000","-858,000","-790,000","-723,000","-689,000","-588,000","-608,000","-674,000","-609,000","-610,000","-554,000"
Liquidity & Cash Flow,FCF ($k),"3,271,000","3,625,000","3,775,000","3,311,000","2,873,000","2,438,000","1,965,000","1,759,000","1,553,000","1,703,000","1,620,000","1,426,000","1,176,000","918,000","523,000","583,000","918,000","1,316,000"
BQR,Total Debt / Adj Ebitda,0.0x,2.4x,2.4x,2.4x,2.6x,2.6x,2.8x,3.0x,3.0x,2.8x,2.8x,3.2x,3.3x,3.4x,3.6x,3.4x,3.8x,4.5x
BQR,Adj Ebitda / Interest Expense,14.4x,14.4x,13.1x,13.3x,12.2x,12.0x,14.4x,13.7x,14.2x,13.7x,12.5x,11.2x,11.1x,5.8x,5.0x,5.2x,4.6x,8.1x
BQR,Net Income before extraordinary ($k),"3,553,000","2,890,000","2,788,000","2,502,000","2,033,000","1,853,000","1,791,000","1,826,000","1,772,000","1,592,000","1,228,000","912,000","902,000","699,000","653,000","884,000","810,000","699,000"
BQR,(NCO-CAPEX) / Total Debt,99900.00%,29.19%,31.34%,27.53%,24.54%,21.87%,17.45%,16.08%,14.12%,17.94%,17.42%,15.08%,12.56%,9.89%,5.85%,6.25%,9.48%,13.92%
BQR,Score: Operating Leverage,15,42,42,42,45,45,45,45,45,45,45,45,48,48,48,48,52,55
BQR,Score: ICR,35,35,35,35,35,35,35,35,35,35,35,42,42,48,52,48,52,45
BQR,Score: Net Income,25,25,25,25,25,25,25,25,25,25,25,35,35,35,35,35,35,35
BQR,Score: FCF/Debt,15,42,35,42,42,45,48,52,55,48,48,52,55,58,65,65,58,55
BQR,BQR,20.5,36.7,35.0,36.7,37.8,38.5,39.2,40.2,41.0,39.2,39.2,43.8,45.6,47.2,49.6,49.0,49.2,48.5
