Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q)
EBITDA,Stock-Based Comp ($k),"111,000","195,000","240,000","229,000","226,000","229,000","224,000","225,000","218,000","205,000","193,000","174,000","171,000","168,000","170,000","171,000","174,000","171,000"
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,328.59,351.47,369.67,395.63,372.25,360.05,361.26,336.50,354.67,299.46,273.27,305.09,285.47,244.49,202.54,198.93,267.35,267.42
Capital Structure,O/S Shares,"382,900,000","382,500,000","382,400,000","382,200,000","381,700,000","381,000,000","381,100,000","381,000,000","380,400,000","380,000,000","379,800,000","379,700,000","379,000,000","378,500,000","378,400,000","378,300,000","377,700,000","377,300,000"
Capital Structure,Market Capitalization ($k),"125,817,111","134,437,275","141,361,808","151,209,786","142,087,825","137,179,050","137,676,186","128,206,500","134,916,468","113,794,800","103,787,946","115,842,673","108,193,130","92,539,465","76,641,136","75,255,219","100,978,095","100,897,566"
Capital Structure,Cash ($k),"2,878,000","4,011,000","3,256,000","2,375,000","2,320,000","3,652,000","3,850,000","1,874,000","2,330,000","2,971,000","1,860,000","1,401,000","1,671,000","1,844,000","1,420,000","1,044,000","1,458,000","2,944,000"
Capital Structure,Debt ($k),"14,224,000","14,859,000","17,510,000","17,128,000","17,356,000","14,120,000","16,007,000","12,744,000","13,400,000","13,494,000","13,189,000","13,435,000","13,560,000","13,526,000","13,224,000","13,852,000","14,598,000","12,901,000"
Capital Structure,Enterprise Value ($k),"137,163,111","145,285,275","155,615,808","165,962,786","157,123,825","147,647,050","149,833,186","139,076,500","145,986,468","124,317,800","115,116,946","127,876,673","120,082,130","104,221,465","88,445,136","88,063,219","114,118,095","110,854,566"
Capital Structure,netCommonStockIssuance ($k),0,0,"-17,000","-14,000","-101,000","-49,000","-19,000","-14,000","-113,000","-34,000","-10,000","-17,000","-94,000","-33,000","-5,000","-12,000","-72,000","-26,000"
Capital Structure,netDebtIssuance ($k),0,"-1,400,000","-649,000","-648,000","2,979,000","-1,438,000","2,978,000","-599,000","-1,000","35,000","-107,000","-103,000","-102,000","-150,000","-250,000","-458,000","1,330,000","-14,000"
Liquidity & Cash Flow,DSO,54.8,56.5,58.0,59.8,60.2,59.8,60.6,60.3,60.0,60.2,61.1,61.6,62.7,63.3,62.3,62.0,60.4,59.3
Liquidity & Cash Flow,DIO,212.6,210.0,205.7,207.3,208.9,211.3,216.7,217.7,216.4,212.3,206.0,196.0,189.8,185.6,186.2,188.1,189.3,188.7
Liquidity & Cash Flow,DPO,29.2,43.9,60.9,60.0,59.8,58.4,58.0,59.0,60.2,62.7,62.5,62.0,61.3,59.6,59.0,57.8,55.4,54.3
Liquidity & Cash Flow,CCC,238.1,222.7,202.8,207.1,209.3,212.7,219.3,219.0,216.1,209.8,204.6,195.6,191.2,189.3,189.5,192.3,194.3,193.7
Liquidity & Cash Flow,OCF ($k),"4,794,000","5,044,000","4,832,000","4,766,000","4,288,000","4,242,000","3,839,000","3,415,000","3,470,000","3,711,000","3,186,000","3,025,000","2,866,000","2,624,000","2,621,000","2,665,000","3,014,000","3,263,000"
Liquidity & Cash Flow,CapEx ($k),"-638,000","-761,000","-759,000","-742,000","-711,000","-755,000","-634,000","-612,000","-612,000","-575,000","-618,000","-608,000","-599,000","-588,000","-606,000","-598,000","-561,000","-525,000"
Liquidity & Cash Flow,FCF ($k),"4,156,000","4,283,000","4,073,000","4,024,000","3,577,000","3,487,000","3,205,000","2,803,000","2,858,000","3,136,000","2,568,000","2,417,000","2,267,000","2,036,000","2,015,000","2,067,000","2,453,000","2,738,000"
BQR,Total Debt / Adj Ebitda,2.3x,2.3x,3.7x,3.8x,4.1x,3.2x,3.1x,2.6x,2.8x,2.9x,3.2x,3.3x,3.5x,3.8x,3.7x,4.3x,4.6x,4.5x
BQR,Adj Ebitda / Interest Expense,9.6x,10.4x,26.2x,223.6x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x,-999.0x
BQR,Net Income before extraordinary ($k),"3,337,000","3,246,000","2,943,000","2,918,000","2,859,000","2,993,000","3,590,000","3,448,000","3,361,000","3,165,000","2,585,000","2,709,000","2,627,000","2,358,000","2,457,000","2,079,000","2,015,000","1,692,000"
BQR,(NCO-CAPEX) / Total Debt,29.22%,28.82%,23.26%,23.49%,20.61%,24.70%,20.02%,21.99%,21.33%,23.24%,19.47%,17.99%,16.72%,15.05%,15.24%,14.92%,16.80%,21.22%
BQR,Score: Operating Leverage,42,42,48,52,52,45,45,45,45,45,45,48,48,52,48,55,55,55
BQR,Score: ICR,45,42,25,15,75,75,75,75,75,75,75,75,75,75,75,75,75,75
BQR,Score: Net Income,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
BQR,Score: FCF/Debt,42,42,42,42,45,42,45,45,45,42,48,48,52,52,52,55,52,45
BQR,BQR,38.2,37.8,37.3,37.2,47.0,43.8,44.5,44.5,44.5,43.8,45.2,46.3,47.3,48.7,47.3,50.5,49.8,48.0
