Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q)
Revenue & Margin,Net Profit / Rev (%),-0.014574171773604967,-1.4594237757749027,-0.8534554537885095,-1.029654036243822,-0.5640612409347301,-10.722795869737887,-9.31237721021611,-9.357296346942762,-9.689922480620156,-0.3650336215177714,-0.5076142131979695,0.18515089798185522,1.1638647699981526,2.1739130434782608,3.0947054436987322,2.9665790461885093,2.92737849502721,3.184230477634572
EBITDA,Net Income,-386000.0,-56750000.0,-41000000.0,-50000000.0,-28000000.0,-540000000.0,-474000000.0,-479000000.0,-500000000.0,-19000000.0,-27000000.0,10000000.0,63000000.0,118000000.0,166000000.0,158000000.0,156000000.0,126000000.0
EBITDA,D & A,563746000.0,802746000.0,948000000.0,943000000.0,943000000.0,938000000.0,926000000.0,917000000.0,915000000.0,919000000.0,929000000.0,932000000.0,929000000.0,916000000.0,894000000.0,901000000.0,896000000.0,895000000.0
EBITDA,Net Int Inc,-150615000.0,-214615000.0,-251000000.0,-253000000.0,-250000000.0,-248000000.0,-237000000.0,-227000000.0,-223000000.0,-210000000.0,-195000000.0,-174000000.0,-157000000.0,-145000000.0,-154000000.0,-202000000.0,-221000000.0,-184000000.0
EBITDA,Tax Provision,-38836000.0,-56772000.0,-9000000.0,-6000000.0,6000000.0,-44000000.0,8000000.0,17000000.0,10000000.0,46000000.0,16000000.0,28000000.0,52000000.0,56000000.0,78000000.0,40000000.0,34000000.0,39000000.0
EBITDA,EBITDA,675139000.0,903839000.0,1149000000.0,1140000000.0,1171000000.0,602000000.0,697000000.0,682000000.0,648000000.0,1156000000.0,1113000000.0,1144000000.0,1201000000.0,1235000000.0,1292000000.0,1301000000.0,1307000000.0,1244000000.0
EBITDA,Stock-Based Comp,44000000.0,67000000.0,86000000.0,85000000.0,71000000.0,48000000.0,42000000.0,38000000.0,27000000.0,37000000.0,33000000.0,33000000.0,42000000.0,46000000.0,48000000.0,37000000.0,35000000.0,35000000.0
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,41.0,39.24,35.58,38.74,34.11,23.25,20.71,15.67,18.35,18.31,8.23,10.51,10.49,13.9,15.79,18.88,20.15,19.5
Capital Structure,O/S Shares,115000000.0,115000000.0,115000000.0,114000000.0,114000000.0,114000000.0,114000000.0,113000000.0,113000000.0,113000000.0,113000000.0,113000000.0,113000000.0,113636363.0,115000000.0,115000000.0,115000000.0,115000000.0
Capital Structure,Market Capitalization,4715000000.0,4512600000.0,4091700000.0,4416360000.0,3888540000.0,2650500000.0,2360940000.0,1770710000.0,2073550000.0,2069029999.0,929990000.0,1187630000.0,1185370000.0,1579545445.0,1815850000.0,2171200000.0,2317250000.0,2242500000.0
Capital Structure,Cash,144968000.0,932994000.0,540000000.0,348000000.0,364000000.0,451000000.0,322000000.0,249000000.0,236000000.0,256000000.0,293000000.0,309000000.0,360000000.0,481000000.0,466000000.0,549000000.0,367000000.0,725000000.0
Capital Structure,Debt,0.0,1410080000.0,5082000000.0,5095000000.0,5102000000.0,5139000000.0,5150000000.0,5220000000.0,5143000000.0,4907000000.0,4979000000.0,5105000000.0,4804000000.0,4696000000.0,4560000000.0,4671000000.0,4035000000.0,4084000000.0
Capital Structure,Enterprise Value,4570032000.0,4989686000.0,8633700000.0,9163360000.0,8626540000.0,7338500000.0,7188940000.0,6741710000.0,6980550000.0,6720029999.0,5615990000.0,5983630000.0,5629370000.0,5794545445.0,5909850000.0,6293200000.0,5985250000.0,5601500000.0
Capital Structure,netCommonStockIssuance,0.0,-41057000.0,-48000000.0,-21000000.0,-28000000.0,-26000000.0,-12000000.0,-1000000.0,-3000000.0,0.0,-3000000.0,-3000000.0,-30000000.0,-15000000.0,-24000000.0,-14000000.0,-14000000.0,-20000000.0
Capital Structure,netDebtIssuance,0.0,-1626303000.0,-9000000.0,-8000000.0,-48000000.0,-7000000.0,-44000000.0,83000000.0,236000000.0,-65000000.0,-129000000.0,251000000.0,125000000.0,149000000.0,-101000000.0,709000000.0,-75000000.0,-357000000.0
Liquidity & Cash Flow,DSO,72.7905314890839,74.05412012690687,77.08003746877603,76.87474258649094,75.7904411764706,75.34104447974583,76.0476424361493,77.11418245751123,79.4016472868217,81.5552353506244,82.68941530362851,82.90386039622292,82.34920561610937,83.71868091378039,85.02376957494407,86.43564588809613,88.16780821917808,87.95236290118777
Liquidity & Cash Flow,DIO,24.340033641186004,26.03887687626514,29.757389162561577,30.106744298884035,29.162371134020617,29.634244372990352,29.52928635547576,31.67454905411351,34.16988003427592,35.67496860611134,36.319306930693074,35.480209545983705,32.622319688109165,29.329090555771476,26.392194433239208,25.716246441642944,24.151153379198703,24.11715713492504
Liquidity & Cash Flow,DPO,48.98181580324437,47.79487597351357,50.749384236453196,52.59825327510917,53.15077319587629,55.45418006430869,63.03130610412926,63.26880774307083,63.257283633247646,67.37756383424026,62.158415841584166,63.70149398525417,65.56481481481482,64.47434900893899,65.44675272287212,63.41856445709637,62.076588425738564,60.79955580233204
Liquidity & Cash Flow,CCC,48.14874932702553,52.29812102965843,56.08804239488441,54.383233610265805,51.80203911461492,49.5211087884275,42.54562268749581,45.519923768553916,50.314243687849974,49.85264012249549,56.850306392737416,54.682575956952455,49.40671048940372,48.573422460612875,45.96921128531116,48.7333278726427,50.242373172638224,51.26996423378077
Liquidity & Cash Flow,OCF,572313000.0,784313000.0,1126000000.0,1107000000.0,1145000000.0,1152000000.0,1254000000.0,1320000000.0,1142000000.0,1177000000.0,935000000.0,820000000.0,1155000000.0,1141000000.0,1356000000.0,1319000000.0,1103000000.0,1229000000.0
Liquidity & Cash Flow,CapEx,-262234000.0,-491234000.0,-719000000.0,-778000000.0,-884000000.0,-1066000000.0,-1155000000.0,-1237000000.0,-1338000000.0,-768000000.0,-760000000.0,-717000000.0,-1220000000.0,-1784000000.0,-1792000000.0,-1777000000.0,-1158000000.0,-1038000000.0
Liquidity & Cash Flow,FCF,306254000.0,286254000.0,398000000.0,318000000.0,241000000.0,175000000.0,190000000.0,175000000.0,-93000000.0,406000000.0,172000000.0,85000000.0,-83000000.0,-661000000.0,-454000000.0,-455000000.0,-1313000000.0,-1067000000.0
BQR,Total Debt / Adj Ebitda,0.0,1.560100858670626,4.422976501305483,4.469298245614035,4.356959863364645,8.53654485049834,7.388809182209469,7.653958944281525,7.936728395061729,4.244809688581315,4.473495058400719,4.4624125874125875,4.0,3.802429149797571,3.5294117647058822,3.590315142198309,3.087222647283856,3.282958199356913
BQR,Adj Ebitda / Interest Expense,4.482548218968894,4.211443748107076,4.577689243027889,4.5059288537549405,4.684,2.4274193548387095,2.940928270042194,3.004405286343612,2.905829596412556,5.504761904761905,5.707692307692308,6.574712643678161,7.649681528662421,8.517241379310345,8.38961038961039,6.4405940594059405,5.914027149321267,6.760869565217392
BQR,Net Income before extraordinary,-386000.0,-56750000.0,-41000000.0,-50000000.0,-28000000.0,-540000000.0,-474000000.0,-479000000.0,-500000000.0,-19000000.0,-27000000.0,10000000.0,63000000.0,118000000.0,166000000.0,158000000.0,156000000.0,126000000.0
BQR,(NCO-CAPEX) / Total Debt (%),999.0,20.300550323385906,7.8315623770169225,6.241413150147203,4.7236377891023125,3.4053317766102356,3.6893203883495147,3.3524904214559386,-1.808283103247132,8.273894436519258,3.4545089375376583,1.6650342801175317,-1.7277268942547876,-14.075809199318568,-9.956140350877194,-9.74095482766003,-32.540272614622054,-26.126346718903037
BQR,Score: Operating Leverage,15,35,55,55,55,75,75,75,75,52,55,55,52,52,48,48,45,48
BQR,Score: ICR,55,55,52,52,52,65,58,58,58,48,48,48,48,45,45,48,48,48
BQR,Score: Net Income,65,75,75,75,75,75,75,75,75,65,75,55,45,42,42,42,42,42
BQR,Score: FCF/Debt,15,45,58,65,75,75,75,75,75,58,75,75,75,75,75,75,75,75
BQR,BQR,33.5,50.5,60.3,62.05,64.55,73.5,72.45,72.45,72.45,56.15,63.95,58.95,55.4,54.2,52.8,53.25,52.199999999999996,53.25
