Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years)
Capital Structure,Debt,654200000,759900000,715800000,637800000,647800000,652700000,1484700000,1487500000,1678000000,2177100000,3293600000,3332700000,3212800000
Capital Structure,Enterprise Value,1796573000,1957600000,2487255000,2796478000,2942820000,3000919000,3341636000,3754280000,3713360000,2415068000,5718540000,5596328000,4561524000
Capital Structure,netCommonStockIssuance,-39200000,-54400000,-159900000,-72900000,100000,-142200000,-97500000,-243000000,-34700000,-500000000,0,-10500000,0
Capital Structure,netDebtIssuance,-2600000,16900000,80500000,-2600000,-2600000,-833800000,-3800000,-174100000,-505700000,-1119400000,-106100000,86700000,-37900000
Liquidity & Cash Flow,DSO,83.50235849056604,86.59974729748701,85.55505291908501,86.14370919981157,84.23953201970443,80.68906100723352,74.53869202258478,64.56403575372723,57.225477095967385,50.242826643894105,46.30103820598006,47.13175063135401,45.65267358339984
Liquidity & Cash Flow,DIO,102.88025434696978,103.19660656288498,97.49849471782801,91.94065253824945,89.21795805025343,88.74041709108454,93.27538023324556,96.13898393499092,104.27394689281542,118.00642532151538,126.74074704083398,133.74361883153716,129.81119852460546
Liquidity & Cash Flow,DPO,68.31811659445164,73.78996808153208,74.5224150199792,74.18594907282262,75.02810579100614,74.56347504422881,79.22032030956092,82.07251675323722,78.05673273724008,80.09202076011955,79.11085579203487,78.75898090376252,77.57826361004763
Liquidity & Cash Flow,CCC,118.06449624308418,116.00638577883991,108.53113261693383,103.89841266523841,98.42938427895172,94.86600305408923,88.59375194626944,78.63050293548092,83.44269125154273,88.15723120528993,93.93092945477918,102.11638855912865,97.88560849795766
Liquidity & Cash Flow,OCF,203600000,113200000,114100000,94500000,162600000,-432100000,-588100000,-349800000,-409700000,188900000,330700000,153100000,-53800000
Liquidity & Cash Flow,CapEx,-38300000,-38100000,-38200000,-41500000,-44000000,-45700000,-54000000,-57400000,-59000000,-63000000,-65600000,-59900000,-64000000
Liquidity & Cash Flow,FCF,165300000,75100000,75900000,53000000,118600000,-477800000,-642100000,-407200000,-468700000,125900000,265100000,93200000,-117800000
BQR,Total Debt / Adj Ebitda,3.104888467014713,3.432249322493225,3.206989247311828,2.1805128205128206,2.2192531688934567,2.747053872053872,0.7062937062937062,0.760480572597137,0.8757371744689735,1.0991013731825525,22.528043775649795,13.868913857677903,12.506033524741275
BQR,Adj Ebitda / Interest Expense,8.166666666666666,10.063636363636364,13.527272727272727,33.23863636363637,291.9,-999.0,200.2,46.023529411764706,23.95125,16.987993138936535,1.2431972789115646,2.1668169522091976,2.584507032193159
BQR,Net Income before extraordinary,99900000,72900000,59100000,119300000,124900000,113100000,1966200000,1851400000,1801400000,1799400000,-27100000,42500000,71599999
BQR,(NCO-CAPEX) / Total Debt (%),25.267502292876795,9.882879326227135,10.6035205364627,8.309814989024773,18.30811979005866,-73.2036157499617,-43.24779416717182,-27.374789915966385,-27.93206197854589,5.782922236002021,8.048943405392276,2.7965313409547816,-3.666583665338645
BQR,Score: Operating Leverage,45,48,45,42,42,45,25,25,25,35,75,75,75
BQR,Score: ICR,45,42,35,15,15,75,15,15,25,25,75,65,58
BQR,Score: Net Income,42,45,45,42,42,42,25,25,25,25,75,48,45
BQR,Score: FCF/Debt,42,58,58,58,48,75,75,75,75,65,58,75,75
BQR,BQR,43.5,48.849999999999994,46.75,41.95,39.45,56.25,36.0,36.0,37.5,38.5,70.75,66.75,64.95
