Revenue & Margin,Segment-3,-,-,Other Product,-,-,-,-,-,-,-,-,-,-,-,Military,-,-,-,-,-
Revenue & Margin,Segment-3 %,-,-,131.8%,-,-,-,-,-,-,-,-,-,-,-,2119.5%,-,-,-,-,-
Revenue & Margin,Others,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Others %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Liquidity & Cash Flow,OCF,186342000.0,195242000.0,205877000.0,116902000.0,171769000.0,128498000.0,89327000.0,198576000.0,131487000.0,97672000.0,110350000.0,7454000.0,45721000.0,97543000.0,192933000.0,161155000.0,143953000.0,73582000.0,51106000.0,108468000.0
Liquidity & Cash Flow,CapEx,-116499000.0,-123824000.0,-132394000.0,-131985000.0,-101192000.0,-96241000.0,-94942000.0,-91822000.0,-111673000.0,-106206000.0,-97280000.0,-66282000.0,-70901000.0,-69527000.0,-57303000.0,-57303000.0,-32833000.0,-17714000.0,-21418000.0,-36689000.0
Liquidity & Cash Flow,FCF,69843000.0,71418000.0,73483000.0,-15083000.0,70577000.0,32257000.0,-5615000.0,106754000.0,19814000.0,-8534000.0,13070000.0,-58828000.0,-25180000.0,28016000.0,135630000.0,103852000.0,111120000.0,55868000.0,29688000.0,71779000.0
BQR,Total Debt / Adj Ebitda,7.091548870970985,7.286506022521551,6.9596393409684545,4.415275044423639,4.847045581830342,4.660448496540851,4.663443044248932,4.838956375898378,4.44088121807906,5.201844028493015,4.8088061213282405,6.109645413633755,5.32290821030037,4.800028174966542,4.91095414070064,0.0,5.912573890719408,9.641859149860538,12.157989332096475,0.0
BQR,Adj Ebitda / Interest Expense,3.0895819096726096,3.286840522426534,3.552858768153122,4.800238466477117,4.279288921981525,4.614622472179011,4.653370772432121,4.4275853052686625,5.351182316655243,5.369928796158304,7.190820938089597,8.970197778379843,12.43723795670403,15.342076824835445,15.836950653277183,15.836950653277183,11.244736600165487,9.901870943108056,8.415711149060746,10.144027303754266
BQR,Net Income before extraordinary,-15891000.0,-10592000.0,299000.0,45685000.0,45892000.0,53871000.0,52237000.0,42582000.0,40919000.0,26566000.0,34518000.0,33868000.0,46649000.0,56710000.0,54235000.0,54235000.0,51506000.0,36330000.0,31609000.0,51561000.0
BQR,(NCO-CAPEX) / Total Debt (%),6.6010933300064645,6.4057705572064245,6.629526713700582,-1.631778295390494,7.917323386712287,3.5895472810489664,-0.6487002311752739,13.028392899639368,2.3811498115053253,-1.0117931882392972,1.6584273997076497,-7.270462233218849,-3.254466166735168,3.7374300632598993,18.830438585530427,999.0,15.365872883078595,7.4478055049344976,3.539325038984077,999.0
BQR,Score: Operating Leverage,75,75,75,55,58,55,55,58,55,58,58,65,65,58,58,15,65,75,75,15
BQR,Score: ICR,58,58,58,52,55,52,52,55,48,48,48,45,35,25,25,25,42,42,45,42
BQR,Score: Net Income,65,65,58,48,48,45,45,48,48,48,48,48,48,45,45,45,45,48,48,45
BQR,Score: FCF/Debt,65,65,65,75,58,75,75,55,75,75,75,75,75,75,48,15,52,58,75,15
BQR,BQR,67.45,67.45,65.7,57.8,55.05,57.05,57.05,54.3,57.2,58.25,58.25,60.25,58.75,54.05,47.3,24.0,53.3,59.05,63.75,26.55
