Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q)
EBITDA,Tax Provision,389196000.0,-193914000.0,-375525000.0,-413006000.0,-391698000.0,230277000.0,210317000.0,171801000.0,154622000.0,126422000.0,118051000.0,108398000.0,96254000.0,68013000.0,32536000.0,2826000.0,-2481000.0,35637000.0
EBITDA,EBITDA,1701945000.0,1507268000.0,1287978000.0,1306311000.0,1252255000.0,1439387000.0,1460129000.0,1384947000.0,1385110000.0,1373479000.0,1213067000.0,1106645000.0,1043079000.0,1021896000.0,695608000.0,282146000.0,38707000.0,-161458000.0
EBITDA,Stock-Based Comp,126912000.0,151810000.0,136707000.0,103496000.0,110348000.0,115504000.0,120364000.0,119790000.0,115959000.0,109776000.0,103641000.0,88379000.0,110049000.0,215350000.0,218231000.0,218561000.0,209337000.0,90089000.0
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,142.5,163.4,151.28,130.58,129.5,109.49,94.77,104.22,93.6,83.04,91.11,70.0,69.74,76.04,82.58,117.64,119.69,91.13
Capital Structure,O/S Shares,232043356.0,232043356.0,231845412.0,231220841.0,230124255.0,230374307.0,229921527.0,229471184.0,233303152.0,228787263.0,228536179.0,228162831.0,231263623.0,239096001.0,224674447.0,221890625.0,216888355.0,216888355.0
Capital Structure,Market Capitalization,33066178230.0,37915884370.0,35073573927.0,30192817417.0,29801091022.0,25223682873.0,21789663113.0,23915486796.0,21837175027.0,18998494319.0,20821931268.0,15971398170.0,16128325068.0,18180859916.0,18553615833.0,26103213125.0,25959367209.0,19765035791.0
Capital Structure,Cash,7094200000.0,6750548000.0,7056975000.0,7158680000.0,6095424000.0,5489919000.0,6398722000.0,6501709000.0,6231866000.0,5948511000.0,7128873000.0,6991987000.0,5606457000.0,4951161000.0,5860435000.0,5871905000.0,4884729000.0,4628880000.0
Capital Structure,Debt,2624604000.0,9388701000.0,8419644000.0,8294376000.0,8271741000.0,8188824000.0,8031306000.0,8021222000.0,8437924000.0,8420724000.0,8413015000.0,8401356000.0,7698256000.0,7570705000.0,7550420000.0,7605660000.0,7460517000.0,7292479000.0
Capital Structure,Enterprise Value,28596582230.0,40554037370.0,36436242927.0,31328513417.0,31977408022.0,27922587873.0,23422247113.0,25434999796.0,24043233027.0,21470707319.0,22106073268.0,17380767170.0,18220124068.0,20800403916.0,20243600833.0,27836968125.0,28535155209.0,22428634791.0
Capital Structure,netCommonStockIssuance,0.0,1611000.0,837000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215000.0,0.0
Capital Structure,netDebtIssuance,0.0,878489000.0,34908000.0,-75769000.0,94646000.0,-6283000.0,-3555000.0,-372691000.0,-32268000.0,-10085000.0,-10473000.0,383209000.0,100171000.0,-5083000.0,-6545000.0,-12084000.0,-16874000.0,385053000.0
Liquidity & Cash Flow,DSO,9739.458801893868,32.3176831093876,33.80869131964091,35.26745752843462,36.32278550028341,37.209443053444964,35.69157150589494,34.05232726126416,32.56086787150118,32.49013401757538,33.435079353424065,33.46029524816287,33.67092875631532,34.71061411303945,38.68485237489468,48.37411781104037,49.23943163274731,55.11337688617968
Liquidity & Cash Flow,DIO,0.0,0.34604068319218895,0.25801592202860246,0.27024560247785356,0.26406339936729556,0.23509701630410867,0.2283499050037985,0.23147364020098696,0.23865882566021573,0.22266431928506586,0.24745758812805121,0.2640586026503631,0.28641534962768866,0.27920894511421374,0.37112441967894955,0.5831468464749496,0.7085928132509058,0.0
Liquidity & Cash Flow,DPO,20360.5955442297,66.81560811147037,47.77045551788968,47.80160480744136,45.88026391905335,45.54058516672725,42.428632482115034,42.276564910676676,42.858342501266264,45.67227843422392,49.20397478376167,51.62536267687912,55.12941139972656,58.817288358701916,76.36355066786518,112.39811535703927,115.8554696189545,139.10058270255095
Liquidity & Cash Flow,CCC,-10621.136742335833,-34.15188431889058,-13.703748276220168,-12.263901676528882,-9.293415019402644,-8.096045096978173,-6.508711071216297,-7.992764009211527,-10.058815804104867,-12.959480097363475,-15.521437842209558,-17.901008826065883,-21.17206729378355,-23.827465300548255,-37.30757387329155,-63.440850699523956,-65.90744517295629,-83.98720581637127
Liquidity & Cash Flow,OCF,1449046000.0,2494169000.0,1868943000.0,2057556000.0,1725175000.0,1288405000.0,1117079000.0,1195996000.0,1362974000.0,1658327000.0,1931474000.0,1789611000.0,1832063000.0,1684228000.0,2158017000.0,2904294000.0,1780568000.0,898212000.0
Liquidity & Cash Flow,CapEx,-709797000.0,-884681000.0,-787952000.0,-724172000.0,-666634000.0,-625472000.0,-569762000.0,-455771000.0,-438604000.0,-446101000.0,-419459000.0,-401567000.0,-347206000.0,-254807000.0,-224946000.0,-191496000.0,-152734000.0,-130624000.0
Liquidity & Cash Flow,FCF,739249000.0,1609356000.0,1072469000.0,1336530000.0,1050019000.0,654543000.0,545752000.0,691899000.0,887717000.0,1176257000.0,1476976000.0,1381964000.0,1478777000.0,1415557000.0,1924352000.0,2699017000.0,1614053000.0,755947000.0
BQR,Total Debt / Adj Ebitda,1.5421203387888562,6.2289526481023945,6.537102341810186,6.3494650201980996,6.605476520357276,5.6891051537911626,5.500408525548085,5.791717661397873,6.091880067287074,6.130944848810939,6.935325913572787,7.591735380361363,7.380319227977939,7.408488730751466,10.854418005543351,26.956469345657922,192.74335391531247,999.0
BQR,Adj Ebitda / Interest Expense,13.71772965043645,8.923180752563404,7.269401392949463,7.315482057255499,7.378358472778694,9.30161038088222,13.159057317952415,13.71805107074229,12.320192837955632,11.05335629612342,7.541322673695728,5.807452927223493,5.192987259973216,4.466738642969853,2.7478313081675543,1.0633255823594367,0.14033681996990738,-999.0
BQR,Net Income before extraordinary,698072000.0,899059000.0,919406000.0,973965000.0,896287000.0,484572000.0,554247000.0,549959000.0,601265000.0,608959000.0,448881000.0,342999000.0,295986000.0,304096000.0,-10428000.0,-393893000.0,-650904000.0,-899312000.0
BQR,(NCO-CAPEX) / Total Debt (%),28.166115726410535,17.141412853599235,12.737700073779841,16.113689565073972,12.694050744577229,7.993125752855355,6.795308259951744,8.625855262452529,10.520561692662792,13.968596999497905,17.555846506870605,16.449296994437564,19.2092468735776,18.697822725888805,25.48668815774487,35.486953137531785,21.634599854138795,10.366118298043778
BQR,Score: Operating Leverage,35,65,75,75,75,65,65,65,65,65,75,75,75,75,75,75,75,75
BQR,Score: ICR,35,45,48,48,48,45,35,35,35,42,48,48,48,55,58,75,75,75
BQR,Score: Net Income,35,35,35,35,35,35,35,35,35,35,35,35,35,35,65,75,75,75
BQR,Score: FCF/Debt,42,48,55,52,55,58,65,58,58,55,48,52,48,48,42,35,45,58
BQR,BQR,36.75,50.25,55.95,55.2,55.95,52.75,53.0,51.25,51.25,51.55,54.2,55.2,54.2,55.25,61.7,65.0,67.5,70.75
