Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q)
EBITDA,Net Income,-198701000.0,-707434000.0,-1430867000.0,-1652921000.0,-2410271000.0,-2661366000.0,-1743493000.0,-1464895000.0,-556476001.0,-33007001.0,72075999.0,303709999.0,902597000.0,1249607000.0,1198951000.0,1123919000.0,656021000.0,449485000.0
EBITDA,D & A,203145000.0,269349000.0,406347000.0,445757000.0,461238000.0,472329000.0,64383000.0,324703000.0,331377000.0,338942000.0,625054000.0,344403000.0,345577000.0,348381000.0,352183000.0,343935000.0,333781000.0,321263000.0
EBITDA,Net Int Inc,-490839000.0,-275198000.0,-135931000.0,-107833000.0,-100717000.0,-418457000.0,-418061000.0,-421917000.0,-410886000.0,-400834000.0,-383080000.0,-366143000.0,-368488000.0,-395736000.0,-401775000.0,-405801000.0,-395043000.0,-275748000.0
EBITDA,Tax Provision,-38618000.0,39675000.0,37835000.0,42589000.0,44101000.0,38520000.0,39546000.0,-123273000.0,-130679000.0,-119376000.0,-110855000.0,48064000.0,55900000.0,45422000.0,37445000.0,76967000.0,73947999.0,69140999.0
EBITDA,EBITDA,456665000.0,-123212000.0,-850754000.0,-1056742000.0,-1804215000.0,-1732060000.0,-1221503000.0,-841548000.0,55107999.0,587392999.0,969354999.0,1062319999.0,1672562000.0,2039146000.0,1990354000.0,1950622000.0,1458792999.0,1115636999.0
EBITDA,Stock-Based Comp,30864000.0,33259000.0,35344000.0,43008000.0,32976000.0,34112000.0,31138000.0,29054000.0,33250000.0,46139000.0,45775000.0,49446000.0,49421000.0,46521000.0,48987000.0,51650000.0,52110000.0,51144000.0
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,5.0,5.07,4.31,6.03,3.95,5.85,4.09,4.51,4.91,5.45,9.26,8.22,11.14,11.86,15.27,21.14,23.63,20.07
Capital Structure,O/S Shares,600966000.0,600867000.0,600733000.0,600594000.0,600402000.0,600229000.0,600057000.0,600304000.0,598984000.0,598444000.0,598344000.0,598302000.0,598053000.0,598980000.0,598827000.0,598676000.0,596395000.0,595119000.0
Capital Structure,Market Capitalization,3004830000.0,3046395690.0,2589159230.0,3621581820.0,2371587900.0,3511339650.0,2454233130.0,2707371040.0,2941011440.0,3261519800.0,5540665440.0,4918042440.0,6662310420.0,7103902800.0,9144088290.0,12656010640.0,14092813850.0,11944038330.0
Capital Structure,Cash,0.0,396577000.0,509828000.0,673482000.0,332335000.0,275616000.0,606550000.0,224340000.0,250016000.0,340058000.0,324050000.0,302321000.0,235668000.0,299171000.0,257269000.0,248846000.0,459227000.0,349652000.0
Capital Structure,Debt,0.0,9764781000.0,9798322000.0,9615052000.0,8977157000.0,9352386000.0,9529073000.0,10261987000.0,10220839000.0,10157079000.0,10237558000.0,10438151000.0,10365009000.0,9476144000.0,10138774000.0,10117989000.0,11374124000.0,10581023000.0
Capital Structure,Enterprise Value,3004830000.0,12414599690.0,11877653230.0,12563151820.0,11016409900.0,12588109650.0,11376756130.0,12745018040.0,12911834440.0,13078540800.0,15454173440.0,15053872440.0,16791651420.0,16280875800.0,19025593290.0,22525153640.0,25007710850.0,22175409330.0
Capital Structure,netCommonStockIssuance,0.0,0.0,0.0,0.0,0.0,0.0,-2550000.0,-283000.0,-1989000.0,-520000.0,0.0,-5554000.0,-17940000.0,-658000.0,-880000.0,-27919000.0,10175000.0,140480000.0
Capital Structure,netDebtIssuance,0.0,15000000.0,-101903000.0,518672000.0,1080471000.0,-400843000.0,-688435000.0,111186000.0,-312903000.0,107311000.0,-310579000.0,95919000.0,396167000.0,-265000000.0,399544000.0,-1068205000.0,695278000.0,688640000.0
Liquidity & Cash Flow,DSO,284.9612920283697,378.0492933431667,358.60102436957715,368.49951206207766,371.9325592860647,597.4747844289901,700.1105192163076,738.8634431419601,809.4952980594722,514.4489671547233,530.1863286943728,548.3923304534592,542.2125566175881,639.2540895469988,624.662336323254,625.4146965093812,633.8739196087867,838.9821561770453
Liquidity & Cash Flow,DIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liquidity & Cash Flow,DPO,0.0,0.0,0.0,0.0,0.0,1810.583088624657,3230.213929566077,2864.685423297263,4013.4918625351843,2811.0331915680476,3075.195706806283,3563.683101857088,3447.1561043394536,4638.835340708254,4809.900322190898,5284.345542456738,5360.658601462991,6072.863345594115
Liquidity & Cash Flow,CCC,284.9612920283697,378.0492933431667,358.60102436957715,368.49951206207766,371.9325592860647,-1213.1083041956667,-2530.103410349769,-2125.8219801553028,-3203.996564475712,-2296.5842244133246,-2545.0093781119103,-3015.2907714036287,-2904.9435477218653,-3999.5812511612553,-4185.237985867644,-4658.930845947357,-4726.784681854205,-5233.88118941707
Liquidity & Cash Flow,OCF,70703000.0,147390000.0,188013000.0,171525000.0,245483000.0,304214000.0,403210000.0,444480000.0,505786000.0,551463000.0,607171000.0,695271000.0,739010000.0,792084000.0,790414000.0,802313000.0,811656000.0,752905000.0
Liquidity & Cash Flow,CapEx,0.0,0.0,0.0,-108443000.0,-195488000.0,-271715000.0,-271715000.0,-163272000.0,-76227000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78764000.0
Liquidity & Cash Flow,FCF,70703000.0,147390000.0,188013000.0,171525000.0,245483000.0,304214000.0,403210000.0,444480000.0,505786000.0,551463000.0,607171000.0,695271000.0,739010000.0,792084000.0,790414000.0,802313000.0,811656000.0,674141000.0
BQR,Total Debt / Adj Ebitda,0.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,185.46924558084572,17.291794449868817,10.561206173755957,9.82580673415337,6.1970850706879625,4.647114036954686,5.093955145667555,5.187057769265393,7.796941723600909,9.48428835677222
BQR,Adj Ebitda / Interest Expense,0.9303763555870662,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.1341199237744776,1.4654270820339592,2.530424451811632,2.9013800591572148,4.538986344195741,5.152793781713061,4.953902059610479,4.806843748536845,3.6927448379037218,4.045857083278936
BQR,Net Income before extraordinary,-198701000.0,-707434000.0,-1430867000.0,-1652921000.0,-2410271000.0,-2661366000.0,-1743493000.0,-1464895000.0,-556476001.0,-33007001.0,72075999.0,303709999.0,902597000.0,1249607000.0,1198951000.0,1123919000.0,656021000.0,449485000.0
BQR,(NCO-CAPEX) / Total Debt (%),999.0,1.5094040511507631,1.9188285504395548,1.7839217094197724,2.7345294284148087,3.252795596760014,4.231366471848836,4.331324917874092,4.94857613939521,5.429346370152285,5.9308186581213995,6.660863595477782,7.129853915225737,8.358716372397886,7.795952449477619,7.929569798899761,7.135986912047029,6.371227054321685
BQR,Score: Operating Leverage,15,75,75,75,75,75,75,75,75,75,75,75,65,55,58,58,75,75
BQR,Score: ICR,75,75,75,75,75,75,75,75,75,75,58,58,52,48,52,52,58,55
BQR,Score: Net Income,75,75,75,75,75,75,75,75,75,75,45,35,35,25,25,25,35,35
BQR,Score: FCF/Debt,15,75,75,75,75,75,75,75,75,75,65,65,58,58,58,58,58,65
BQR,BQR,39.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,62.45,59.95,53.8,47.2,48.849999999999994,48.849999999999994,58.2,59.5
