Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q)
Liquidity & Cash Flow,DSO,0.7787224847177723,1.9392954001522884,1.50595475573131,1.9992403004894097,2.115250243639784,2.652951305808908,3.023186636704674,3.4261656539391003,3.3284995903805923,2.71775479588749,2.5155442355232602,2.4519957453955104,2.3978226408056695,2.44449284797886,2.9235453899756205,3.3728665986800332,3.412012398554656,3.1319385140905207
Liquidity & Cash Flow,DIO,64.48341125005076,127.65956745249049,103.70186872891381,143.78997643277296,139.12793274160498,139.56022694291963,139.41817268248005,139.51639153027403,139.0944533724936,137.73116803201455,138.35419870808983,136.39076576576576,136.18354107385872,139.37108658528874,138.88199861054093,137.45570539746706,136.02997716695447,134.5566490421498
Liquidity & Cash Flow,DPO,43.10064542936467,68.59939020627928,45.0761383410219,62.12836562408822,59.171156820517915,59.46260011083812,58.82901893827014,59.205827548467305,59.9909214824256,59.17289044329429,60.68924946170409,59.61993243243243,59.219929172337004,61.53935551198533,62.60452521552405,61.20894261440799,59.5110961281629,58.72533644254902
Liquidity & Cash Flow,CCC,22.16148830540387,60.9994726463635,60.131685143623216,83.66085110917416,82.07202616472685,82.75057813789041,83.61234038091459,83.73672963574583,82.43203148044861,81.27603238460775,80.180493481909,79.22282907872886,79.36143454232737,80.27622392128228,79.20101878499251,79.61962938173909,79.93089343734621,78.96325111369127
Liquidity & Cash Flow,OCF,1522185000.0,686557000.0,795032000.0,403850000.0,493175000.0,524809000.0,528748000.0,445554000.0,444256000.0,443014000.0,441000000.0,533200000.0,523600000.0,534300000.0,584800000.0,611200000.0,564437000.0,633037000.0
Liquidity & Cash Flow,CapEx,-208453000.0,-77362000.0,-109461000.0,-117300000.0,-120545000.0,-115466000.0,-133012000.0,-142664000.0,-145387000.0,-174743000.0,-154618000.0,-139964000.0,-127830000.0,-104939000.0,-119187000.0,-115488000.0,-114462000.0,-116357000.0
Liquidity & Cash Flow,FCF,1313732000.0,609195000.0,685571000.0,286550000.0,372630000.0,409343000.0,395736000.0,302890000.0,298869000.0,268271000.0,286382000.0,393236000.0,395770000.0,429361000.0,465613000.0,495712000.0,449975000.0,516680000.0
BQR,Total Debt / Adj Ebitda,4.095843344545892,9.857025155026077,0.0,8.85878426486294,5.516688366710067,5.534427532093462,4.852320804963313,4.851180863313747,5.007087159103946,4.766530421049379,4.517686424474188,4.2112349117920145,3.807176766266406,4.024879841673735,4.075313807531381,3.958291239717131,3.9486473700055913,4.061189351463511
BQR,Adj Ebitda / Interest Expense,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
BQR,Net Income before extraordinary,223673000.0,110390000.0,139095000.0,171399000.0,272595000.0,272346000.0,327410000.0,330363000.0,319572000.0,341169000.0,337200000.0,345300000.0,390600000.0,382900000.0,379600000.0,379600000.0,378165000.0,366565000.0
BQR,(NCO-CAPEX) / Total Debt (%),385.3287107919915,24.363882287728135,999.0,9.596067671784011,13.95952587886235,15.304510187478314,14.764665478487224,11.216062791288435,11.045086662478289,9.154247835654788,10.10058900292738,14.450299489214714,14.514614735761176,15.080113796010115,16.484210153650075,18.073868815400882,16.33718186108993,18.722324890386638
BQR,Score: Operating Leverage,52,75,15,75,65,65,58,58,58,58,55,52,52,52,52,52,52,52
BQR,Score: ICR,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
BQR,Score: Net Income,35,42,42,42,35,35,35,35,35,35,35,35,35,35,35,35,35,35
BQR,Score: FCF/Debt,15,42,15,58,55,52,55,58,58,58,58,55,55,52,52,48,52,48
BQR,BQR,41.95,58.5,30.75,62.5,56.5,55.75,54.05,54.8,54.8,54.8,53.75,51.95,51.95,51.2,51.2,50.2,51.2,50.2
