Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q),LTM (-18Q)
Revenue & Margin,Rev-CoGS-SG&A / Rev (%),6.73613695571269,4.323175053153792,4.139582620595279,6.609469335875437,7.60512973456606,8.423811306626732,12.064965197215777,11.709697092905062,11.45232439769257,11.312159939263571,10.269788750318147,9.708984623204982,8.771035186129525,8.33651035709747,8.630418055911772,8.879379513238835,10.368921185019564,8.248185991411225,6.821929101401484
Revenue & Margin,Op. Income / Rev (%),0.9676218831410495,-6.343019135364989,-5.850153951419775,-2.605656180489355,-1.103489412466448,3.931111943092475,8.326888373292086,8.457003455986989,8.48320325755005,8.427179552068836,7.7755153983201835,7.192781802007879,6.2340642529321775,5.667810395221756,5.334701205437291,5.308906124632254,6.623812185578536,4.264771212794314,2.6999175597691676
Revenue & Margin,Net Profit / Rev (%),1.5630815035355416,33.41601700921332,-13.718782073212452,-11.916110581506196,-11.840143155383238,-14.339198801946837,-6.212941479762826,-3.4763163244561905,-1.6287750254496098,-1.328609388839681,1.1198778315092899,1.3978904562206125,0.8541560428352881,1.7791333079171432,1.0643754808925365,0.44129446376036374,1.3555058692006707,-2.4285502739523177,-3.6273701566364385
EBITDA,Net Income,42000000.0,943000000.0,-401000000.0,-375000000.0,-397000000.0,-383000000.0,-241000000.0,-171000000.0,-96000000.0,-105000000.0,88000000.0,110000000.0,67000000.0,140000000.0,83000000.0,33000000.0,97000000.0,-164000000.0,-176000000.0
EBITDA,D & A,0.0,15000000.0,-212000000.0,-152000000.0,-152000000.0,-167000000.0,152000000.0,307000000.0,454000000.0,613000000.0,613000000.0,607000000.0,607000000.0,601000000.0,601000000.0,572000000.0,512000000.0,454000000.0,395000000.0
EBITDA,Net Int Inc,-136000000.0,-120000000.0,-80000000.0,-39000000.0,0.0,0.0,-85000000.0,-173000000.0,-253000000.0,-327000000.0,-313000000.0,-290000000.0,-272000000.0,-262000000.0,-259000000.0,-254000000.0,-237000000.0,-220000000.0,-152000000.0
EBITDA,Tax Provision,-51999999.0,5000001.0,193000000.0,190000000.0,200000000.0,199000000.0,248000000.0,271000000.0,280000000.0,372000000.0,179000000.0,212000000.0,211000000.0,228000000.0,214000000.0,182000000.0,186000000.0,57000000.0,28000000.0
EBITDA,EBITDA,126000001.0,1083000001.0,-340000000.0,-298000000.0,-349000000.0,-351000000.0,244000000.0,580000000.0,891000000.0,1207000000.0,1193000000.0,1219000000.0,1157000000.0,1231000000.0,1157000000.0,1041000000.0,1032000000.0,567000000.0,399000000.0
EBITDA,Stock-Based Comp,0.0,-3000000.0,-39000000.0,-30000000.0,-30000000.0,-27000000.0,30000000.0,66000000.0,98000000.0,126000000.0,124000000.0,123000000.0,125000000.0,132000000.0,142000000.0,144000000.0,154000000.0,151000000.0,144000000.0
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,15.73,15.73,15.73,15.73,15.73,15.73,15.73,15.73,15.73,26.97,25.2,23.59,23.41,19.01,31.11,40.19,40.2,38.76,45.61
Capital Structure,O/S Shares,138400000.0,145400000.0,145000000.0,143500000.0,144900000.0,142800000.0,141850000.0,141375000.0,140900000.0,140900000.0,140400000.0,139600000.0,137500000.0,137000000.0,136600000.0,135700000.0,132400000.0,131500000.0,131000000.0
Capital Structure,Market Capitalization,2177032000.0,2287142000.0,2280850000.0,2257255000.0,2279277000.0,2246244000.0,2231300500.0,2223828750.0,2216357000.0,3800073000.0,3538080000.0,3293164000.0,3218875000.0,2604370000.0,4249626000.0,5453783000.0,5322480000.0,5096940000.0,5974910000.0
Capital Structure,Cash,231000000.0,282000000.0,276000000.0,573000000.0,724000000.0,795000000.0,204000000.0,246000000.0,262000000.0,675000000.0,547000000.0,519000000.0,505000000.0,434000000.0,398000000.0,412000000.0,447000000.0,383000000.0,449000000.0
Capital Structure,Debt,1326000000.0,1331000000.0,1337000000.0,1340000000.0,1346000000.0,1351000000.0,2862000000.0,2932000000.0,2832000000.0,7853000000.0,5757000000.0,5851000000.0,6018000000.0,6075000000.0,5983000000.0,5974000000.0,5950000000.0,5970000000.0,6391000000.0
Capital Structure,Enterprise Value,3272032000.0,3336142000.0,3341850000.0,3024255000.0,2901277000.0,2802244000.0,4889300500.0,4909828750.0,4786357000.0,10978073000.0,8748080000.0,8625164000.0,8731875000.0,8245370000.0,9834626000.0,11015783000.0,10825480000.0,10683940000.0,11916910000.0
Capital Structure,netCommonStockIssuance,0.0,-62000000.0,62000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capital Structure,netDebtIssuance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liquidity & Cash Flow,DSO,71.04391514700409,69.87641743444365,69.80328429695518,62.573085478233246,56.46995228153892,68.90724447772371,55.140500128899205,53.81505387273836,53.04080420766882,46.50828799190181,48.70227793331637,49.78221502096835,50.662130290668024,49.063254543143984,47.485573223903565,51.78724257822948,55.915490497484626,46.29386939138161,46.69698062654575
Liquidity & Cash Flow,DIO,38.5801266439357,34.96152988403212,33.34665226781857,32.45626822157435,32.47266401590457,43.323032290615544,48.23875997099347,50.41536606129398,53.084682148721555,47.27276654570589,48.140742001361474,49.79362613369163,49.74222927807487,49.409948255716905,48.992872900050905,49.0052344309234,49.06659699790993,37.62363455809334,33.1886288998358
Liquidity & Cash Flow,DPO,61.60375060886508,55.84076717216771,55.06533477321814,58.33767180341525,61.389662027833,85.86339556004036,75.60052574329224,68.33392451759364,66.54849870982876,56.13443926041126,56.15384615384616,57.21132851864293,56.146808155080215,54.101151727591386,53.313040895978276,52.90801717967072,52.81160934828045,40.233366434955315,36.285235358511216
Liquidity & Cash Flow,CCC,48.02029118207471,48.99718014630806,48.08460179155561,36.69168189639234,27.552954269610495,26.366881208298892,27.778734356600438,35.8964954164387,39.57698764656162,37.64661527719644,40.68917378083168,42.364512636017054,44.25755141366269,44.372051071269496,43.165405227976194,47.88445982948217,52.1704781471141,43.68413751451965,43.60037416787034
Liquidity & Cash Flow,OCF,-210000000.0,-436000000.0,-439000000.0,-197000000.0,-190000000.0,-24000000.0,23000000.0,250000000.0,596000000.0,798000000.0,867000000.0,720000000.0,447000000.0,515000000.0,885000000.0,960000000.0,1033000000.0,909000000.0,624000000.0
Liquidity & Cash Flow,CapEx,-165000000.0,-125000000.0,39000000.0,0.0,0.0,125000000.0,0.0,-121000000.0,-204000000.0,-292000000.0,-407000000.0,-380000000.0,-377000000.0,-327000000.0,-250000000.0,-176000000.0,-157000000.0,-182000000.0,-149000000.0
Liquidity & Cash Flow,FCF,-375000000.0,-561000000.0,-400000000.0,-197000000.0,-190000000.0,101000000.0,23000000.0,129000000.0,392000000.0,506000000.0,460000000.0,340000000.0,70000000.0,120000000.0,503000000.0,593000000.0,685000000.0,604000000.0,361000000.0
BQR,Total Debt / Adj Ebitda,10.523809440287227,1.2289935353379562,999.0,999.0,999.0,999.0,11.729508196721312,5.055172413793104,3.1784511784511786,6.506213753106876,4.825649622799665,4.799835931091058,5.201382886776146,4.935012185215272,5.171132238547969,5.738712776176753,5.765503875968992,10.529100529100528,16.017543859649123
BQR,Adj Ebitda / Interest Expense,0.9264705955882353,9.025000008333333,-999.0,-999.0,-999.0,-999.0,2.8705882352941177,3.352601156069364,3.5217391304347827,3.691131498470948,3.8115015974440896,4.203448275862069,4.2536764705882355,4.698473282442748,4.467181467181467,4.0984251968503935,4.3544303797468356,2.577272727272727,2.625
BQR,Net Income before extraordinary,42000000.0,943000000.0,-401000000.0,-375000000.0,-397000000.0,-383000000.0,-241000000.0,-171000000.0,-96000000.0,-105000000.0,88000000.0,110000000.0,67000000.0,140000000.0,83000000.0,33000000.0,97000000.0,-164000000.0,-176000000.0
BQR,(NCO-CAPEX) / Total Debt (%),-28.28054298642534,-42.14876033057851,-29.917726252804787,-14.701492537313433,-14.115898959881129,7.475943745373797,0.803633822501747,4.399727148703956,13.841807909604519,6.443397427734624,7.9902727114816745,5.810972483336182,1.163177135260884,1.9753086419753085,8.40715360187197,9.926347505858722,11.512605042016807,10.117252931323284,5.648568299170709
BQR,Score: Operating Leverage,75,35,75,75,75,75,75,58,45,75,58,58,58,58,58,65,65,75,75
BQR,Score: ICR,75,45,75,75,75,75,58,58,58,58,58,55,55,52,55,55,55,58,58
BQR,Score: Net Income,48,35,75,75,75,75,75,75,75,75,42,42,45,42,42,48,42,75,75
BQR,Score: FCF/Debt,75,75,75,75,75,58,75,75,55,65,58,65,75,75,58,58,58,58,65
BQR,BQR,68.25,46.5,75.0,75.0,75.0,70.75,72.45,66.5,56.949999999999996,69.95,54.0,55.3,58.55,57.349999999999994,53.55,57.5,56.0,68.2,69.95
