Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years)
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,38.11,39.31,28.53,26.38,33.92,28.53,28.9,19.5,24.29,22.38,22.38,22.38,22.38
Capital Structure,O/S Shares,73700000,72300000,73500000,73100000,72500000,72300000,72200000,71600000,70600000,70426992,69800000,69800000,70600000
Capital Structure,Market Capitalization,2808707000,2842113000,2096955000,1928378000,2459200000,2062719000,2086580000,1396200000,1714874000,1576156080,1562124000,1562124000,1580028000
Capital Structure,Cash,456000000.0,412000000.0,636000000.0,352000000.0,419000000.0,395000000.0,623000000.0,343000000.0,339000000.0,423000000.0,337000000.0,300000000.0,293000000.0
Capital Structure,Debt,225000000.0,207000000.0,3017000000.0,3018000000.0,3046000000.0,3096000000.0,3110000000.0,3042000000.0,3123000000.0,2539000000.0,839000000.0,3039000000.0,884000000.0
Capital Structure,Enterprise Value,2577707000,2637113000,4477955000,4594378000,5086200000,4763719000,4573580000,4095200000,4498874000,3692156080,2064124000,4301124000,2171028000
Capital Structure,netCommonStockIssuance,-24000000,0,0,0,0,0,0,0,0,0,0,0,0
Capital Structure,netDebtIssuance,-124000000,-36000000,-21000000,-25000000,-76000000,-15000000,64000000,-80000000,1243000000,1944000000,-16000000,-25000000,-142000000
Liquidity & Cash Flow,DSO,51.26263206247128,53.08313817330211,54.237119437939114,55.360339142722566,56.23841519925857,58.97555736182071,56.38591385331781,52.30522914218567,48.64053925077547,42.10099111414901,32.10104549632353,21.650776432975565,10.501490142136635
Liquidity & Cash Flow,DIO,41.03894624962041,40.93934222773813,40.033354017995656,38.284520462355516,36.583333333333336,36.321502667457025,38.67999702114984,41.18751881963264,45.40093615715163,45.638368004687955,34.21539817807817,23.097573379831445,11.101553426248548
Liquidity & Cash Flow,DPO,63.23489219556635,63.05111697176544,63.47579894508222,63.284910965323334,61.333333333333336,58.173903378778896,53.847557342865656,47.891824751580856,45.568984039287905,39.355405801347786,29.41558918601234,20.260098808485907,9.273373983739837
Liquidity & Cash Flow,CCC,29.06668611652534,30.971363429274803,30.794674510852545,30.359948639754748,31.48841519925856,37.123156650498835,41.21835353160199,45.600923210237454,48.47249136863919,48.38395331748919,36.900854488389356,24.4882510043211,12.329669584645345
Liquidity & Cash Flow,OCF,356000000,205000000,287000000,319000000,344000000,272000000,312000000,383000000,355000000,380000000,459000000,456000000,274000000
Liquidity & Cash Flow,CapEx,-156000000,-150000000,-37000000,-42000000,-31000000,-47000000,-165000000,-139000000,-132000000,-112000000,-100000000,-98000000,-97000000
Liquidity & Cash Flow,FCF,200000000,55000000,142000000,186000000,222000000,134000000,164000000,244000000,223000000,268000000,359000000,358000000,177000000
BQR,Total Debt / Adj Ebitda,0.29605263157894735,0.26744186046511625,3.8629961587708066,3.9658344283837055,4.099596231493943,5.578378378378378,5.992292870905588,6.444915254237288,6.955456570155902,4.6501831501831505,1.4955436720142603,5.878143133462283,1.80040733197556
BQR,Adj Ebitda / Interest Expense,2.64808362369338,2.63265306122449,2.6296296296296298,2.470779220779221,2.3438485804416405,1.7398119122257054,2.1358024691358026,2.860606060606061,4.988888888888889,2.2285714285714286,2.289795918367347,2.1016260162601625,1.9407114624505928
BQR,Net Income before extraordinary,169000000,132000000,132000000,117000000,92000000,-119000000,-201000000,-178000000,-134000000,-354000000,-232000000,-265000000,-284000000
BQR,(NCO-CAPEX) / Total Debt (%),88.88888888888889,26.570048309178745,4.706662247265496,6.163021868787276,7.288246881155614,4.328165374677003,5.273311897106109,8.021038790269559,7.140569964777457,10.555336746750688,42.789034564958286,11.78019085225403,20.02262443438914
BQR,Score: Operating Leverage,15,15,52,52,52,65,65,75,75,55,35,65,42
BQR,Score: ICR,58,58,58,65,65,65,65,58,52,65,65,65,65
BQR,Score: Net Income,42,42,42,42,42,75,75,75,75,75,75,75,75
BQR,Score: FCF/Debt,15,42,75,65,58,75,75,58,58,58,25,58,45
BQR,BQR,28.2,34.95,56.15,54.7,52.95,70.0,70.0,68.2,67.3,62.25,47.0,65.75,54.45
