Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q)
Capital Structure,netCommonStockIssuance,0.0,-129000.0,-3000.0,-3000.0,0.0,-108000.0,-425000.0,-1000.0,-13000.0,-1161000.0,-1671000.0,-3000.0,-13000.0,-2431000.0,-10000000.0,-15000.0,-56000.0,-2095000.0
Capital Structure,netDebtIssuance,0.0,-1022000.0,14162000.0,-10520000.0,15670000.0,-44665000.0,-4278000.0,-49382000.0,12468000.0,8001000.0,18133000.0,-78879000.0,44061000.0,64618000.0,42067000.0,-4857000.0,-41106000.0,-19785000.0
Liquidity & Cash Flow,DSO,48.90350025652353,49.053535855884455,48.2093877959765,48.08012246384469,51.17307723731673,50.367728901306535,50.056046570190546,49.80423790555543,48.1186739038899,46.52820436973117,45.8978626230524,46.25574606791093,46.49491544150555,46.90096203303608,46.449151869482755,45.51823467569608,43.374158901140675,42.13276415284163
Liquidity & Cash Flow,DIO,137.80915713074802,146.89056402591555,142.68384482897446,141.5121594745849,134.92632806261503,141.07209746462854,149.15534947806964,155.57901349576838,161.75415768311493,169.47033338155552,178.56130572762504,177.0357773903447,166.4722456353287,158.1096674761919,147.93472943427165,143.35419702920225,143.43623218961588,138.69343846192425
Liquidity & Cash Flow,DPO,102.98081691036235,106.09311420185445,101.68242689903435,99.95354747698997,86.6648282022349,81.43725359094368,77.77049814233094,70.91004482547628,72.28051145776712,74.55585344530857,80.64249031155595,85.96629332206255,86.26209942516141,89.03211070726883,88.60402432358568,89.96404633143108,87.99085050939335,84.79915570086075
Liquidity & Cash Flow,CCC,83.7318404769092,89.85098567994557,89.21080572591659,89.63873446143964,99.43457709769686,110.00257277499138,121.44089790592925,134.47320657584754,137.59232012923772,141.4426843059781,143.81667803912148,137.32523013619306,126.70506165167285,115.97851880195915,105.77985698016873,98.90838537346725,98.8195405813632,96.02704691390511
Liquidity & Cash Flow,OCF,-20424000.0,-43239000.0,-14298000.0,46680000.0,64674000.0,62575000.0,27025000.0,-59459000.0,-4035000.0,-28125000.0,-81673000.0,-110856000.0,-127758000.0,-105979000.0,-27167000.0,50029000.0,-31617000.0,79836000.0
Liquidity & Cash Flow,CapEx,-1335000.0,-2636000.0,-3577000.0,-6752000.0,-6221000.0,-8571000.0,-8785000.0,-9826000.0,-12874000.0,-13450000.0,-13427000.0,-13238000.0,-12247000.0,-11378000.0,-10687000.0,-10293000.0,-8187000.0,-7171000.0
Liquidity & Cash Flow,FCF,-23541000.0,-47657000.0,-19657000.0,39928000.0,58453000.0,54004000.0,18173000.0,-69352000.0,-16976000.0,-41642000.0,-95100000.0,-124094000.0,-140005000.0,-117357000.0,-37854000.0,39736000.0,-39804000.0,72665000.0
BQR,Total Debt / Adj Ebitda,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,21.00514579759863,9.864304252345777,5.955840528837531,4.289541731153977,3.5208728296574376,3.8680200980491874,8.063549729808676
BQR,Adj Ebitda / Interest Expense,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0299282967889432,2.7452592349008,3.994575507906453,4.871908045977012,4.2477276351459095,3.427625156881885,2.4605156769382805
BQR,Net Income before extraordinary,-67298000.0,-59460000.0,-95951000.0,-102671000.0,-123347000.0,-152378000.0,-140122000.0,-157088000.0,-138271000.0,-71360000.0,-63905000.0,-44157000.0,-15093000.0,10478000.0,28360000.0,25434000.0,1830000.0,-29590000.0
BQR,(NCO-CAPEX) / Total Debt (%),-6.93020339312367,-14.691176107918814,-6.100679680953416,12.642284274085027,17.356434467604963,16.660702165730857,4.875568767170329,-17.84332290465997,-3.838292484399023,-9.831057472566906,-22.563187601872436,-29.804209777982727,-28.335185173941465,-25.243438925706762,-8.328034901449167,10.592058088919336,-10.466583924101226,16.451620936903566
BQR,Score: Operating Leverage,75,75,75,75,75,75,75,75,75,75,75,75,75,65,55,48,52,75
BQR,Score: ICR,75,75,75,75,75,75,75,75,75,75,75,75,58,58,52,55,58,65
BQR,Score: Net Income,75,75,75,75,75,75,75,75,75,75,75,75,65,55,48,48,58,75
BQR,Score: FCF/Debt,75,75,75,55,48,52,75,75,75,75,75,75,75,75,75,58,75,52
BQR,BQR,75.0,75.0,75.0,70.0,68.25,69.25,75.0,75.0,75.0,75.0,75.0,75.0,69.95,63.95,57.8,51.55,60.15,67.75
